"shapeid","x","y","house_num","special_co","streetname"
"764","-74.115623046","40.6071788974","525","B","SLOSSON AVENUE"
"765","-74.1230120305","40.6099351344","43","B","NORTH GANNON AVENUE"
"766","-74.123333443","40.6099134206","51","B","NORTH GANNON AVENUE"
"767","-74.1666597483","40.6178957008","22","B","CASWELL AVENUE"
"768","-74.2121292822","40.5492593535","86","B","ARROWOOD COURT"
"769","-74.2123100753","40.549560239","74","B","ARROWOOD COURT"
"770","-74.2124051434","40.549786156","62","B","ARROWOOD COURT"
"771","-74.2124812877","40.5500953413","50","B","ARROWOOD COURT"
"772","-74.0681919165","40.611504245","261","B","VERMONT AVENUE"
"773","-74.1633747372","40.5872525693","22","B","COUNTRY DRIVE EAST"
"774","-74.1305806222","40.5698283527","124","B","EAST BROADWAY"
"775","-74.19934084","40.5528866257","89","B","RAILY COURT"
"776","-74.1992973317","40.5528574507","91","B","RAILY COURT"
"777","-74.1992620748","40.5528162063","93","B","RAILY COURT"
"778","-74.1856506546","40.5321086128","230","B","BILLIOU STREET"
"779","-74.1610785161","40.5279836019","13","B","BOARDWALK AVENUE"
"780","-74.1782151944","40.5488313826","498","B","DRUMGOOLE ROAD EAST"
"781","-74.1310645347","40.5621951835","80","B","HAFSTROM STREET"
"782","-74.154902925","40.5528126152","145","B","COLON AVENUE"
"783","-74.1547627758","40.5528408786","149","B","COLON AVENUE"
"784","-74.1011617868","40.5594067944","2","B","CEDAR GROVE BEACH PLACE"
"785","-74.1015827563","40.5589875781","5","B","CEDAR GROVE BEACH PLACE"
"786","-74.1016371377","40.5588947916","5","B","CEDAR GROVE BEACH PLACE"
"787","-74.1018847921","40.5586695017","7","B","CEDAR GROVE BEACH PLACE"
"788","-74.1021019917","40.5583117869","9","B","CEDAR GROVE BEACH PLACE"
"789","-74.1024847583","40.5577612621","14","B","CEDAR GROVE BEACH PLACE"
"790","-74.1028949366","40.557177448","20","B","CEDAR GROVE BEACH PLACE"
"791","-74.1033088345","40.5564935102","27","B","CEDAR GROVE BEACH PLACE"
"792","-74.1860208074","40.5543390506","17","B","HALPIN AVENUE"
"793","-74.1858815817","40.5541782619","27","B","HALPIN AVENUE"
"794","-74.2118459654","40.5488068745","108","B","ARROWOOD COURT"
"795","-74.2115050576","40.5489308907","105","B","ARROWOOD COURT"
"796","-74.2115611711","40.549012938","101","B","ARROWOOD COURT"
"797","-74.2115800106","40.5490614087","99","B","ARROWOOD COURT"
"798","-74.2116397655","40.5491547102","95","B","ARROWOOD COURT"
"799","-73.749746833","40.7778523406","302","B","GROSVENOR ROAD"
"800","-73.8437714745","40.7146683044","16","B","72 ROAD"
"801","-73.7472407612","40.7754456914","326","B","35 AVENUE"
"802","-73.8178479786","40.7064671776","86-025","B","VAN WYCK EXPRESSWAY"
"803","-73.8370007066","40.6633793548","156-012","B","97 STREET"
"804","-73.8318820595","40.7093444305","121-020","B","82 DRIVE"
"805","-73.8227748815","40.7257903963","141-019","B","72 ROAD"
"806","-73.8591781555","40.7421604461","102-020","B","51 AVENUE"
"807","-73.7723712258","40.7475308448","56-035","B","205 STREET"
"808","-73.752915909","40.7744431313","6","B","35 AVENUE"
"809","-73.7509262799","40.7758980017","33-099","B","237 STREET"
"810","-73.7458030565","40.7752789688","240-056","B","36 AVENUE"
"811","-73.8460772337","40.7814939863","20-004","B","122 STREET"
"812","-73.7759278415","40.7556501675","46-018","B","CLEARVIEW EXPRESSWAY"
"813","-73.7485540532","40.777333894","320","B","32 AVENUE"
"814","-73.7463131236","40.7758927971","357","B","35 AVENUE"
"815","-73.7445151323","40.6029931672","808","B","DORIS LANE"
"816","-73.7540651758","40.7767672001","235-019","B","32 ROAD"
"817","-73.782915697","40.768613755","33-032","B","206 STREET"
"818","-73.7740524609","40.7509977433","50-021","B","205 STREET"
"819","-73.8454772619","40.7888235755","9-017","B","122 STREET"
"820","-73.7729331573","40.7455100601","58-036","B","204 STREET"
"821","-73.9997482374","40.7627682126","540","B","12 AVENUE"
"822","-73.9016671125","40.7249813672","64-002","B","56 AVENUE"
"823","-73.8214412291","40.8336804548","1012","B","THROGS NECK EXPRESSWAY SR"
"824","-73.8494405851","40.8342795558","2258","B","WESTCHESTER AVENUE"
"825","-73.8563745701","40.8076514363","1011","B","BOLTON AVENUE"
"826","-73.9561886571","40.5889372584","2537","B","SHEEPSHEAD BAY ROAD"
"827","-73.8910754005","40.8515433548","2","B","WADE SQUARE"
"828","-74.0193163302","40.6225680419","8005","B","FT HAMILTON PARKWAY"
"829","-73.7525666239","40.7296048776","216-005","B","GRAND CENTRAL PARKWAY"
"830","-73.8200397333","40.8318691835","866","B","THROGS NECK EXPRESSWAY SR"
"831","-74.0081729723","40.6272292845","1069","B","68 STREET"
"832","-74.0083203263","40.6272701251","1063","B","68 STREET"
"833","-73.8321549648","40.7089358381","120-010","B","82 DRIVE"
"834","-73.7529994996","40.7785292081","22","B","30 AVENUE"
"835","-73.8407150322","40.7107748172","103-012","B","77 AVENUE"
"836","-73.9389372936","40.7417254101","47-030","B","DUTCH KILLS STREET"
"837","-73.7508738088","40.7769200746","237-016","B","32 AVENUE"
"838","-74.0216739086","40.6179856966","8620","B","7 AVENUE"
"839","-73.8196299874","40.8313872713","844","B","THROGS NECK EXPRESSWAY SR"
"840","-73.751137599","40.7747854271","130","B","35 AVENUE"
"841","-73.7650089163","40.6974075957","188-034","B","114 AVENUE"
"842","-73.7598701542","40.6985187838","194-014","B","114 AVENUE"
"843","-73.7514428131","40.7776551298","202","B","31 AVENUE"
"844","-73.8459541932","40.777594601","23-033","B","122 STREET"
"845","-73.7824706718","40.7704529466","32-039","B","207 STREET"
"846","-73.7737725789","40.7472823527","56-026","B","204 STREET"
"847","-73.7512990705","40.7736870345","234-049","B","37 AVENUE"
"848","-73.8006777204","40.714276263","165-014","B","84 DRIVE"
"849","-73.7972726215","40.6871600824","111-024","B","LIVERPOOL STREET"
"850","-73.7955797785","40.7085538701","88-005","B","166 STREET"
"851","-73.7496584014","40.7760602645","237","B","34 AVENUE"
"852","-73.8623537952","40.7189804342","85-033","B","FLEET STREET"
"853","-73.828189744","40.7898929735","36","B","CENTER DRIVE"
"854","-73.7531741252","40.7761620223","21","B","33 AVENUE"
"855","-73.8974023592","40.7274747978","66-041","B","56 AVENUE"
"856","-73.8095118424","40.6863502778","134-010","B","HAWTREE CREEK ROAD"
"857","-73.831908364","40.6564795192","100-010","B","VAN DER LINN STREET"
"858","-73.8205087157","40.6045523267","11","B","12 ROAD"
"859","-73.7501246862","40.7801989125","240-043","B","28 AVENUE"
"860","-73.8923993041","40.7258328576","69-071","B","58 AVENUE"
"861","-73.7753419906","40.7551667429","46-039","B","CLEARVIEW EXPRESSWAY"
"862","-73.8220378494","40.601700852","36","B","16 ROAD"
"863","-73.9389340049","40.8418844868","4018","B","BROADWAY"
"864","-73.8444417056","40.7172131688","65","B","72 AVENUE"
"865","-73.9996371936","40.6218305862","1462","B","68 STREET"
"866","-73.9115229709","40.819943098","756","B","BROOK AVENUE"
"867","-73.9658631883","40.5778084747","36","B","BRIGHTON 1 TERRACE"
"868","-73.7508143924","40.7762635178","237-010","B","33 AVENUE"
"869","-73.7587396298","40.6990835603","194-049","B","114 AVENUE"
"870","-73.8045227228","40.7866680167","157-013","B","15 AVENUE"
"871","-73.7627413486","40.6004554973","25-016","B","DICKENS STREET"
"872","-73.748338745","40.7759204084","34-001","B","240 STREET"
"873","-73.821907223","40.6032794331","37","B","14 ROAD"
"874","-73.8164255121","40.6085716861","208","B","6 ROAD"
"875","-73.8557293776","40.8991941846","657","B","EAST 238 STREET"
"876","-74.0040455201","40.624315701","1268","B","68 STREET"
"877","-73.8501989381","40.7919518066","119-014","B","5 AVENUE"
"878","-73.747009311","40.772929124","38-015","B","240 STREET"
"879","-73.7505641584","40.7797837402","326","B","28 AVENUE"
"880","-73.8354214655","40.8743212705","3115","B","NEW ENGLAND THRUWAY"
"881","-73.9453523534","40.7732938458","602","B","EAST 84 STREET"
"882","-73.7729548893","40.7487313081","53-047","B","205 STREET"
"883","-73.772195432","40.7471605461","56-051","B","205 STREET"
"884","-73.8143293547","40.7539156413","146-033","B","46 AVENUE"
"885","-73.7471473976","40.7764544919","240-041","B","34 AVENUE"
"886","-73.7717350277","40.7461990367","58-023","B","205 STREET"
"887","-73.7492763595","40.7751072306","236","B","35 AVENUE"
"888","-73.8663104845","40.8345054682","1800","B","EAST 177 STREET"
"889","-73.8553167951","40.8105255305","240","B","SOUNDVIEW AVENUE"
"890","-73.7619692519","40.7519923867","217-019","B","56 AVENUE"
"891","-73.749184039","40.7772228288","300","B","32 AVENUE"
"892","-73.8932737264","40.657137432","458","B","DE WITT AVENUE"
"893","-73.7531947469","40.7767221609","235-045","B","32 ROAD"
"894","-73.7472500481","40.7740551265","240-002","B","37 ROAD"
"895","-73.7755086746","40.7547215694","47-004","B","CLEARVIEW EXPRESSWAY"
"896","-73.8890028058","40.765992207","80-002","B","GRAND CENTRAL PARKWAY"
"897","-73.749480023","40.7782001307","240-019","B","31 AVENUE"
"898","-73.8435298353","40.8403732878","16","B","WESTCHESTER SQUARE"
"899","-73.9028720297","40.9019689898","371","B","WEST 254 STREET"
"900","-73.8218688398","40.8339049374","1026","B","THROGS NECK EXPRESSWAY SR"
"901","-73.8990261736","40.7583988683","30-049","B","BROOKLYN QUEENS EXPWY E SR N"
"902","-73.9979649626","40.6211546743","1543","B","OVINGTON AVENUE"
"903","-73.8069823118","40.817460937","4248","B","THROGS NECK EXPRESSWAY"
"904","-73.8796906138","40.6816686297","3125","B","FULTON STREET"
"905","-73.8302280629","40.7908891522","6","B","POINT CRESCENT"
"906","-73.7492597387","40.7758170539","237-048","B","34 AVENUE"
"907","-73.7384861967","40.7700918344","42-023","B","250 STREET"
"908","-73.8272055664","40.7902899242","24","B","CENTER DRIVE"
"909","-73.8554431091","40.7041194755","81-063","B","JACKIE ROBINSON PARKWAY"
"910","-73.8170630292","40.6064639381","130","B","9 ROAD"
"911","-73.8435304081","40.8401143419","10","B","WESTCHESTER SQUARE"
"912","-73.7720924669","40.6713508826","137-036","B","168 STREET"
"913","-73.8862930557","40.7344913279","74-049","B","CALAMUS AVENUE"
"914","-73.8073124191","40.7819066944","18-005","B","CLINTONVILLE STREET"
"915","-73.8925912081","40.7257862073","69-065","B","58 AVENUE"
"916","-74.107580038","40.6372548614","143","B","ST AUSTINS PLACE"
"917","-73.7461823146","40.7756233918","240-054","B","35 AVENUE"
"918","-73.8304417271","40.7912052671","1","B","POINT CRESCENT"
"919","-73.7488440996","40.7789998906","240-055","B","30 AVENUE"
"920","-73.7535306757","40.776767795","235-031","B","32 ROAD"
"921","-73.9870291907","40.7378984055","11","B","GRAMERCY PARK"
"922","-73.8552555182","40.7399287513","56-034","B","103 STREET"
"923","-73.84353033","40.8401475792","13","B","WESTCHESTER SQUARE"
"924","-73.7468255696","40.7776239532","240-074","B","32 AVENUE"
"925","-73.9835937643","40.6907818664","434","B","ALBEE SQUARE"
"926","-74.212045842","40.5491618305","90","B","ARROWOOD COURT"
"927","-74.2124494334","40.5499391312","56","B","ARROWOOD COURT"
"928","-74.1355383632","40.5675712691","215","B","THOMAS STREET"
"929","-73.8018651184","40.6764184254","118-013","B","139 STREET"
"930","-73.8450337474","40.7172113137","50","B","BOW STREET"
"931","-73.7513303441","40.7768373733","237-002","B","32 AVENUE"
"932","-73.7795259119","40.7648956966","36-037","B","207 STREET"
"933","-73.7389476643","40.7683784143","43-034","B","MARATHON PARKWAY"
"934","-73.8359118289","40.7646825821","34-017","B","LAWRENCE STREET"
"935","-73.8176810731","40.6063344377","112","B","9 ROAD"
"936","-73.7813804189","40.765770154","35-038","B","206 STREET"
"937","-73.7490110523","40.7789673639","351","B","30 AVENUE"
"938","-73.8177043261","40.7162442043","81-011","B","GRAND CENTRAL PARKWAY"
"939","-73.8625578495","40.7189052331","8529","B","FLEET STREET"
"940","-73.7490780652","40.7764983952","33-002","B","240 STREET"
"941","-73.7819039714","40.7693022902","33-019","B","207 STREET"
"942","-73.8458294439","40.7809451831","20-023","B","122 STREET"
"943","-73.7495751805","40.7771159356","32-002","B","240 STREET"
"944","-73.7819544818","40.7694002728","33-015","B","207 STREET"
"945","-73.7746876875","40.7523433937","48-029","B","205 STREET"
"946","-73.774615876","40.7521957951","48-035","B","205 STREET"
"947","-73.747590912","40.7746896938","240-002","B","36 AVENUE"
"948","-73.8567467755","40.8995737463","619","B","EAST 238 STREET"
"949","-73.8191221517","40.8306363783","812","B","THROGS NECK EXPRESSWAY SR"
"950","-73.8221444494","40.83433403","1038","B","THROGS NECK EXPRESSWAY SR"
"951","-73.85544593","40.8108691528","254","B","SOUNDVIEW AVENUE"
"952","-73.8356734546","40.8751392523","3145","B","NEW ENGLAND THRUWAY"
"953","-73.7295402094","40.6645596258","139-035","B","OCEAN AVENUE"
"954","-73.7718027566","40.6712534416","137-041","B","168 STREET"
"955","-73.8299391002","40.7081772947","84-019","B","124 PLACE"
"956","-73.907783943","40.845273846","225","B","EAST 174 STREET"
"957","-73.7520856199","40.6049156039","16-011","B","FAR ROCKAWAY BOULEVARD"
"958","-73.956269987","40.5902447849","2477","B","SHEEPSHEAD BAY ROAD"
"959","-73.7971635162","40.6869219981","111-032","B","LIVERPOOL STREET"
"960","-73.8453416614","40.7898783031","8-005","B","122 STREET"
"961","-73.8561256221","40.7402052261","56-006","B","103 STREET"
"962","-73.8086056597","40.6867517503","135-014","B","HAWTREE CREEK ROAD"
"963","-73.7511728645","40.7717929144","38-030","B","DOUGLASTON PARKWAY"
"964","-74.0022670781","40.6233124196","1348","B","68 STREET"
"965","-73.8198920359","40.8316953237","858","B","THROGS NECK EXPRESSWAY SR"
"966","-73.7288878859","40.6628334916","141-007","B","OCEAN AVENUE"
"967","-73.8459102222","40.7867317399","13-006","B","122 STREET"
"968","-73.7500709528","40.7770782385","237-042","B","32 AVENUE"
"969","-73.8625783855","40.7185279648","85-020","B","FLEET STREET"
"970","-73.7991671113","40.5925285918","357","B","BEACH 71 STREET"
"971","-73.8027852498","40.710585123","161-049","B","86 CRESCENT"
"972","-73.7486975747","40.7776130498","240-025","B","32 AVENUE"
"973","-73.8924993761","40.5676991562","270","B","ROXBURY AVENUE"
"974","-73.9086256506","40.6428721587","9001","B","BAY VIEW AVENUE"
"975","-73.7498931102","40.7725607481","38-018","B","237 STREET"
"976","-73.7746140172","40.6835875128","119-026","B","171 STREET"
"977","-73.854677702","40.8988053162","687","B","EAST 238 STREET"
"978","-73.9080373828","40.6432990058","9101","B","BAY VIEW AVENUE"
"979","-74.0042801388","40.624457883","1260","B","68 STREET"
"980","-73.8608750244","40.7194116035","85-069","B","FLEET STREET"
"981","-73.8459812352","40.7831036402","18-002","B","122 STREET"
"982","-73.8446973221","40.7179700384","31","B","GREENWAY SOUTH"
"983","-73.7539351884","40.7784192742","235-001","B","31 AVENUE"
"984","-73.7472978201","40.7671981805","43-008","B","DOUGLASTON PARKWAY"
"985","-73.8105617261","40.8186914134","4100","B","THROGS NECK EXPRESSWAY"
"986","-73.8958507929","40.6342667597","1543","B","EAST 92 STREET"
"987","-73.7969367114","40.6864590217","111-050","B","LIVERPOOL STREET"
"988","-73.9189029851","40.5606245049","10-014","B","BAYSIDE STREET"
"989","-73.8068379449","40.7854955326","155-004","B","CROSS ISLAND PARKWAY"
"990","-73.7752919869","40.7550639821","46-043","B","CLEARVIEW EXPRESSWAY"
"991","-73.7487039667","40.774490605","237-048","B","36 AVENUE"
"992","-73.9564609181","40.5883711024","2546","B","SHEEPSHEAD BAY ROAD"
"993","-73.822031452","40.7252958735","141-063","B","72 ROAD"
"994","-73.9974665855","40.6205718046","1562","B","OVINGTON AVENUE"
"995","-73.7879342176","40.7869648385","13-036","B","ROBIN LANE"
"996","-73.7280563653","40.6915533694","116-060","B","CROSS ISLAND PARKWAY"
"997","-73.8849400414","40.7173519436","70-001","B","63 AVENUE"
"998","-73.8210063488","40.6031972656","17","B","14 ROAD"
"999","-73.7465280503","40.7776478323","378","B","32 AVENUE"
"1000","-73.7782784955","40.759562478","42-048","B","206 STREET"
"1001","-73.7810654476","40.7676297178","34-033","B","207 STREET"
"1002","-73.9879743979","40.5852578718","2117","B","BAY 50 STREET"
"1003","-73.747118233","40.7732955374","38-001","B","240 STREET"
"1004","-73.7473489002","40.774047911","37-005","B","240 STREET"
"1005","-73.7472535074","40.776128626","334","B","34 AVENUE"
"1006","-73.8459217749","40.7844388677","14-056","B","122 STREET"
"1007","-73.8229503884","40.7257382215","141-015","B","72 ROAD"
"1008","-73.9407797742","40.6007015665","2953","B","GRAVESEND NECK ROAD"
"1009","-74.0015569331","40.6229244594","1374","B","68 STREET"
"1010","-73.8103435841","40.7591874484","155-019","B","43 AVENUE"
"1011","-73.8225268028","40.7254797632","141-028","B","72 ROAD"
"1012","-73.8216263924","40.6045014209","36","B","12 ROAD"
"1013","-73.8603637532","40.7192213005","85-080","B","FLEET STREET"
"1014","-73.8445477525","40.715619655","24","B","GREENWAY SOUTH"
"1015","-73.7722170127","40.7472066942","56-049","B","205 STREET"
"1016","-73.9011837449","40.7081290845","66-005","B","PROSPECT AVENUE"
"1017","-73.7734233339","40.7496688312","53-009","B","205 STREET"
"1018","-73.8552334671","40.8102298189","230","B","SOUNDVIEW AVENUE"
"1019","-73.8631078313","40.7187724238","85-013","B","FLEET STREET"
"1020","-73.7506521196","40.7780929544","30-018","B","240 STREET"
"1021","-73.7507422669","40.7740972869","235-040","B","36 AVENUE"
"1022","-73.7421146423","40.7374075893","229-005","B","GRAND CENTRAL PARKWAY"
"1023","-73.8159442005","40.8269201098","610","B","THROGS NECK EXPRESSWAY SR"
"1024","-73.8285902777","40.8264274782","2775","B","EAST 177 STREET"
"1025","-73.7722809656","40.7473434245","56-043","B","205 STREET"
"1026","-73.8816238036","40.7354034307","85-019","B","GRAND AVENUE"
"1027","-73.8455342713","40.7865035201","13-007","B","122 STREET"
"1028","-74.008377497","40.627304942","1061","B","68 STREET"
"1029","-73.819785367","40.8314937754","850","B","THROGS NECK EXPRESSWAY SR"
"1030","-73.7763160025","40.7571940577","45-033","B","CLEARVIEW EXPRESSWAY"
"1031","-73.7749219741","40.752833048","48-011","B","205 STREET"
"1032","-73.7486929106","40.7755143074","259","B","35 AVENUE"
"1033","-73.8215322096","40.6016755337","24","B","16 ROAD"
"1034","-73.8869632236","40.73456568","74-035","B","CALAMUS AVENUE"
"1035","-73.8070453748","40.6875522028","138-013","B","HAWTREE CREEK ROAD"
"1036","-74.0032223451","40.575818853","30","B","TUDOR TERRACE"
"1037","-73.8031394932","40.771320837","161-005","B","BAYSIDE LANE"
"1038","-73.842479964","40.7167672543","106-002","B","72 ROAD"
"1039","-73.7464177567","40.7729237844","240-027","B","HILLSIDE AVENUE"
"1040","-73.8191931344","40.8307601688","816","B","THROGS NECK EXPRESSWAY SR"
"1041","-74.1151896619","40.6063437668","560","B","STATEN ISLAND BOULEVARD"
"1042","-73.8149422782","40.8297936831","1301","B","SHORE DRIVE"
"1043","-74.1310508897","40.5621348123","84","B","HAFSTROM STREET"
"1044","-74.1023342652","40.5580393797","12","B","CEDAR GROVE BEACH PLACE"
"1045","-74.1026824866","40.5575336171","16","B","CEDAR GROVE BEACH PLACE"
"1046","-73.8137012446","40.786893958","149-068","B","15 AVENUE"
"1047","-74.1785403634","40.5428358893","87","B","JEFFERSON BOULEVARD"
"1048","-74.1621235862","40.5275815381","45","B","BOARDWALK AVENUE"
"1049","-73.7457032228","40.7740044678","30","B","37 ROAD"
"1050","-73.7506262616","40.7808001943","240-025","B","27 AVENUE"
"1051","-73.7969420086","40.6871721986","111-027","B","LIVERPOOL STREET"
"1052","-73.747659616","40.7738831965","37-002","B","240 STREET"
"1053","-73.8614685661","40.7189714465","85-056","B","FLEET STREET"
"1054","-73.832361982","40.6563681627","9","B","VAN DER LINN STREET"
"1055","-73.7271519588","40.740423467","80-006","B","CROSS ISLAND PARKWAY"
"1056","-73.8456703262","40.7847060019","14-021","B","122 STREET"
"1057","-73.7831818023","40.7691370808","33-012","B","206 STREET"
"1058","-73.8960363487","40.7245904226","57-030","B","68 STREET"
"1059","-73.7520822975","40.7779874773","236-019","B","31 AVENUE"
"1060","-73.7562793342","40.5980382224","421","B","BEACH 21 STREET"
"1061","-73.748821554","40.7751749066","237-050","B","35 AVENUE"
"1062","-73.8342967433","40.6937473161","112-004","B","91 ROAD"
"1063","-73.900482437","40.7069394766","66-041","B","PROSPECT AVENUE"
"1064","-73.7386039359","40.7694649444","43-004","B","250 STREET"
"1065","-73.7498399052","40.7767185002","243","B","33 AVENUE"
"1066","-73.7466506262","40.7776574915","372","B","32 AVENUE"
"1067","-73.8440129115","40.7157450309","5","B","RUSSELL PLACE"
"1068","-73.7385099969","40.7702160099","42-019","B","250 STREET"
"1069","-74.0050091664","40.6252276373","1217","B","68 STREET"
"1070","-73.746770275","40.7769374805","356","B","33 AVENUE"
"1071","-73.815636077","40.7530697905","144-015","B","46 AVENUE"
"1072","-73.9659001115","40.5779150635","37","B","BRIGHTON 1 TERRACE"
"1073","-73.8193293127","40.830956734","824","B","THROGS NECK EXPRESSWAY SR"
"1074","-74.0069546318","40.6264468168","1129","B","68 STREET"
"1075","-73.7390851788","40.6693664","234-002","B","138 AVENUE"
"1076","-73.8593080431","40.742080621","102-014","B","51 AVENUE"
"1077","-73.8459477892","40.7838140298","15-014","B","122 STREET"
"1078","-73.8183985939","40.8299301364","758","B","THROGS NECK EXPRESSWAY SR"
"1079","-73.9098282248","40.641940591","8811","B","BAY VIEW PLACE"
"1080","-73.807040018","40.8174796258","4246","B","THROGS NECK EXPRESSWAY"
"1081","-73.7762514405","40.7526615679","48-002","B","204 STREET"
"1082","-73.7688973683","40.6970668322","185-015","B","114 AVENUE"
"1083","-73.8211528231","40.6016402173","16","B","16 ROAD"
"1084","-73.7506285861","40.7738365559","36-098","B","237 STREET"
"1085","-73.8950364575","40.6337158294","1587","B","EAST 92 STREET"
"1086","-73.7617785078","40.6980249857","191-012","B","114 AVENUE"
"1087","-73.7507303823","40.5954881538","16-048","B","SEAGIRT BOULEVARD"
"1088","-73.7383630631","40.7696986848","42-031","B","250 STREET"
"1089","-73.8209726813","40.6046021685","21","B","12 ROAD"
"1090","-73.7790680122","40.7614439661","40-028","B","206 STREET"
"1091","-73.7510710319","40.7765115888","237-001","B","33 AVENUE"
"1092","-73.8120568661","40.7778464698","151-007","B","WILLETS POINT BOULEVARD"
"1093","-73.9010399116","40.708006444","66-011","B","PROSPECT AVENUE"
"1094","-73.9115736427","40.8197575203","750","B","BROOK AVENUE"
"1095","-73.9194972635","40.8855999089","3","B","RIVER ROAD"
"1096","-73.8435304539","40.8401283851","11","B","WESTCHESTER SQUARE"
"1097","-73.7489836154","40.7772677209","308","B","32 AVENUE"
"1098","-73.7510838189","40.7800446327","240-011","B","28 AVENUE"
"1099","-73.8454581275","40.7884183603","9-033","B","122 STREET"
"1100","-73.7754480219","40.7545797588","47-010","B","CLEARVIEW EXPRESSWAY"
"1101","-73.8552723377","40.8103297143","234","B","SOUNDVIEW AVENUE"
"1102","-73.7732495865","40.7460894878","58-012","B","204 STREET"
"1103","-73.8459593235","40.7836785891","15-018","B","122 STREET"
"1104","-73.8277110815","40.7925666902","17","B","BOULEVARD"
"1105","-73.8441234017","40.7155236847","15","B","72 ROAD"
"1106","-73.8459278513","40.7869626375","12-026","B","122 STREET"
"1107","-73.8952624864","40.7279325322","69-003","B","55 AVENUE"
"1108","-73.7485934802","40.7773258225","240-024","B","32 AVENUE"
"1109","-73.9868010799","40.7382476619","5","B","GRAMERCY PARK"
"1110","-73.7526351452","40.777320366","236-005","B","32 AVENUE"
"1111","-73.8174959004","40.6089582876","112","B","6 ROAD"
"1112","-73.8323164731","40.7528301416","44-033","B","LAWRENCE STREET"
"1113","-74.0016472253","40.6232563237","1365","B","68 STREET"
"1114","-73.7529684738","40.7752106027","16","B","34 AVENUE"
"1115","-73.8173273631","40.6089039653","116","B","6 ROAD"
"1116","-73.8852404348","40.7172020099","69-099","B","63 AVENUE"
"1117","-73.7500659033","40.7788133302","323","B","30 AVENUE"
"1118","-73.8465669543","40.7777884138","23-028","B","122 STREET"
"1119","-73.771615452","40.6695682133","142-019","B","168 STREET"
"1120","-73.8461108784","40.780871201","20-028","B","122 STREET"
"1121","-73.8081587169","40.7859447137","154-010","B","CROSS ISLAND PARKWAY SR SOUTH"
"1122","-73.7723484087","40.7474841859","56-037","B","205 STREET"
"1123","-73.751982698","40.778690297","236-015","B","30 AVENUE"
"1124","-73.8460474542","40.7821448905","18-034","B","122 STREET"
"1125","-73.9970218597","40.6206386264","1571","B","OVINGTON AVENUE"
"1126","-73.8549988305","40.8989036481","679","B","EAST 238 STREET"
"1127","-73.8075185644","40.8176355263","4230","B","THROGS NECK EXPRESSWAY"
"1128","-73.8332041894","40.7179610118","76-012","B","113 PLACE"
"1129","-73.8306065346","40.7158979907","78-002","B","113 PLACE"
"1130","-73.8460643024","40.7762941279","25-011","B","122 STREET"
"1131","-73.7495081971","40.7775344689","31-015","B","240 STREET"
"1132","-73.9572084104","40.7547020971","200","B","MAIN STREET"
"1133","-73.9226297288","40.7366043034","50-037","B","43 STREET"
"1134","-73.898321399","40.7269940765","66-013","B","56 AVENUE"
"1135","-73.8260186663","40.792432601","14","B","BOULEVARD"
"1136","-73.834360403","40.7187200375","75-034","B","113 PLACE"
"1137","-74.0115625752","40.5785907297","4908","B","BEACH RESERVATION"
"1138","-73.8422350636","40.7177632866","107-001","B","72 ROAD"
"1139","-73.7418017333","40.7382399116","229-030","B","KINGSBURY AVENUE"
"1140","-73.7816664994","40.7663135438","35-016","B","206 STREET"
"1141","-73.8323466204","40.6559096622","9","B","BAYVIEW AVENUE"
"1142","-73.821598316","40.7905034679","10-019","B","WHITESTONE EXPRESSWAY"
"1143","-73.901554115","40.7250850209","64-006","B","56 AVENUE"
"1144","-73.7486152713","40.7780092915","340","B","31 AVENUE"
"1145","-73.7729262016","40.7452828484","58-044","B","204 STREET"
"1146","-73.7532324495","40.7778612383","235-026","B","31 AVENUE"
"1147","-74.0194846087","40.6221982621","8025","B","FT HAMILTON PARKWAY"
"1148","-73.7751261485","40.7501647949","50-038","B","204 STREET"
"1149","-73.7979282887","40.6884918935","110-014","B","LIVERPOOL STREET"
"1150","-73.7474207043","40.7768104264","240-042","B","33 AVENUE"
"1151","-73.8960581671","40.7244447844","57-034","B","68 STREET"
"1152","-73.7472971356","40.7764249421","331","B","34 AVENUE"
"1153","-73.7501282621","40.7721315326","236-009","B","HILLSIDE AVENUE"
"1154","-73.8884580888","40.7661015575","80-018","B","GRAND CENTRAL PARKWAY"
"1155","-73.8863728003","40.7345001733","74-047","B","CALAMUS AVENUE"
"1156","-73.8323946104","40.6574668613","44","B","VAN DER LINN STREET"
"1157","-73.7735750459","40.746870224","56-042","B","204 STREET"
"1158","-73.8079375452","40.817771193","4216","B","THROGS NECK EXPRESSWAY"
"1159","-73.7431553756","40.6577825925","240-049","B","EDGEWOOD STREET"
"1160","-73.8095140149","40.6866697027","134-015","B","HAWTREE CREEK ROAD"
"1161","-73.8454601499","40.7893132265","9-001","B","122 STREET"
"1162","-73.729605687","40.663134511","250-014","B","OCEAN AVENUE"
"1163","-73.7760630938","40.7559582788","46-006","B","CLEARVIEW EXPRESSWAY"
"1164","-73.7620225079","40.6001190568","609","B","BEACH 25 STREET"
"1165","-73.7783936837","40.7599676049","42-032","B","206 STREET"
"1166","-74.0197649475","40.6215083048","8123","B","FT HAMILTON PARKWAY"
"1167","-73.9261213499","40.5559155032","59","B","UTICA WALK"
"1168","-73.7502796381","40.77418743","36-001","B","237 STREET"
